label,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,ts
YES,0.0,0.0,5.164202221408232e-08,0.5015074610710144,0.19833976030349731,-0.015773940831422806,0.8157589435577393,0.3537980616092682,-0.031201113015413284,0.7740145921707153,0.6032256484031677,-0.04492573440074921,0.4841347932815552,0.8243028521537781,-0.058895520865917206,0.5825765132904053,-0.3400840759277344,-0.041732821613550186,0.5820915102958679,0.42487114667892456,-0.06076011434197426,0.46474647521972656,0.8248233795166016,-0.0718744620680809,0.36171114444732666,0.9322751760482788,-0.07894421368837357,0.20161327719688416,-0.4094051122665405,-0.043442174792289734,0.15049706399440765,0.42613694071769714,-0.06111544370651245,0.11386308073997498,0.8177942633628845,-0.06554046273231506,0.10256244987249374,0.9300652742385864,-0.06948654353618622,-0.1241828203201294,-0.32489627599716187,-0.04521637782454491,-0.128308966755867,0.47735175490379333,-0.05987771973013878,-0.09859923273324966,0.8415268063545227,-0.058280427008867264,-0.07133126258850098,0.946113646030426,-0.056611236184835434,-0.3555517792701721,-0.14085198938846588,-0.04845953360199928,-0.3255446255207062,0.4475024938583374,-0.05581934005022049,-0.270280122756958,0.739380419254303,-0.05239304155111313,-0.22748176753520966,0.8674082159996033,-0.050176072865724564,1772622283.018987
YES,0.0,0.0,-4.7487620946640163e-08,0.26176080107688904,-0.16562776267528534,-0.010944903828203678,0.45640653371810913,-0.4239332675933838,-0.016226312145590782,0.449378103017807,-0.722344160079956,-0.021545661613345146,0.2778211832046509,-0.8412249088287354,-0.02386322245001793,0.34700655937194824,-0.7237365245819092,0.0001251399953616783,0.36458221077919006,-0.931164026260376,-0.013732203282415867,0.3351675570011139,-0.6832401156425476,-0.020828161388635635,0.3201119303703308,-0.5874736309051514,-0.02398802898824215,0.2056950032711029,-0.7260985374450684,-0.001746038207784295,0.21790139377117157,-0.9076080322265625,-0.015367008745670319,0.21356981992721558,-0.6110416650772095,-0.01836373284459114,0.21274735033512115,-0.566201388835907,-0.01803646609187126,0.0637984648346901,-0.6955974698066711,-0.006423626560717821,0.08472742885351181,-0.8503076434135437,-0.02209608256816864,0.0970749482512474,-0.5677351355552673,-0.018087435513734818,0.09440115839242935,-0.5162845849990845,-0.011857462115585804,-0.08988529443740845,-0.6513277292251587,-0.011997504159808159,-0.0327485054731369,-0.7661015391349792,-0.019757580012083054,-0.007149902638047934,-0.5809600949287415,-0.013833817094564438,-0.01975337229669094,-0.5247321128845215,-0.0077149393036961555,1772622283.2256024
YES,0.0,0.0,2.8150046205155377e-07,0.47627925872802734,0.09820935130119324,-0.016632266342639923,0.65528404712677,0.3141855001449585,-0.03632321581244469,0.40224575996398926,0.7059909701347351,-0.05281268060207367,-0.035183414816856384,0.9993638396263123,-0.06872595846652985,0.26139137148857117,-0.7606075406074524,-0.056747883558273315,0.17123623192310333,0.26493775844573975,-0.07728088647127151,0.1358199417591095,0.6185476779937744,-0.08594966679811478,0.04776830971240997,0.7371597290039062,-0.08966270834207535,-0.21388231217861176,-0.8401138186454773,-0.056472841650247574,-0.2759874165058136,0.46312814950942993,-0.0770309716463089,-0.15643979609012604,0.6712332367897034,-0.07508401572704315,-0.13615378737449646,0.6134761571884155,-0.07264644652605057,-0.5609554648399353,-0.6786822080612183,-0.055332887917757034,-0.5676687359809875,0.5320267081260681,-0.06711824983358383,-0.42241406440734863,0.708771288394928,-0.05657235532999039,-0.3958490788936615,0.629931628704071,-0.048497993499040604,-0.8025732636451721,-0.40417471528053284,-0.056019775569438934,-0.8434811234474182,0.43017759919166565,-0.05821644142270088,-0.7056145071983337,0.67151939868927,-0.0498628206551075,-0.6422958374023438,0.7178772687911987,-0.04491611570119858,1772622283.531012
YES,0.0,0.0,-1.465210601736544e-07,0.2319289743900299,-0.14167307317256927,-0.007912355475127697,0.39644959568977356,-0.3683894872665405,-0.012950337491929531,0.40643641352653503,-0.624711275100708,-0.019289400428533554,0.2951677143573761,-0.7636134028434753,-0.024438029155135155,0.40118107199668884,-0.638603150844574,-0.0003981933696195483,0.45822370052337646,-0.7985802292823792,-0.016811814159154892,0.36597827076911926,-0.7157559990882874,-0.02897987700998783,0.2887636423110962,-0.6346588730812073,-0.035824306309223175,0.2581023573875427,-0.7108547687530518,-0.005544185172766447,0.31266796588897705,-0.9498554468154907,-0.021670902147889137,0.24933382868766785,-0.8029084205627441,-0.028443271294236183,0.21716928482055664,-0.6825870871543884,-0.02989106997847557,0.10593077540397644,-0.7147870063781738,-0.013205674476921558,0.10469147562980652,-0.8725170493125916,-0.027804141864180565,0.09427295625209808,-0.694839358329773,-0.027214545756578445,0.11247602105140686,-0.5854617953300476,-0.02384376712143421,-0.05482454597949982,-0.6645845770835876,-0.022054051980376244,-0.0682879388332367,-0.7504577040672302,-0.029328107833862305,-0.04920148476958275,-0.6158537864685059,-0.02586914226412773,-0.010579881258308887,-0.5225583910942078,-0.022131850942969322,1772622283.7501252
YES,0.0,0.0,-7.080402042447531e-08,0.2735050320625305,-0.10222898423671722,-0.011395576409995556,0.4740816056728363,-0.31451666355133057,-0.01786608248949051,0.48056313395500183,-0.4804244637489319,-0.024699019268155098,0.34557005763053894,-0.5512981414794922,-0.030023297294974327,0.38152992725372314,-0.7075951099395752,-0.00943609420210123,0.3774670660495758,-0.92601478099823,-0.025981727987527847,0.30832117795944214,-0.725401759147644,-0.035679467022418976,0.2699442505836487,-0.5573936700820923,-0.04022994637489319,0.18824408948421478,-0.7230960726737976,-0.011694303713738918,0.14642980694770813,-0.9102533459663391,-0.028481613844633102,0.11855103075504303,-0.6633697152137756,-0.03292980417609215,0.12995702028274536,-0.4977497458457947,-0.033168915659189224,0.014634099788963795,-0.6900812983512878,-0.016431335359811783,-0.03440467268228531,-0.7979035377502441,-0.032035257667303085,-0.01792892999947071,-0.5558339357376099,-0.030729034915566444,0.02614983730018139,-0.41555842757225037,-0.02677951566874981,-0.13626478612422943,-0.618905246257782,-0.022441288456320763,-0.17157001793384552,-0.6706647872924805,-0.03030022606253624,-0.14848501980304718,-0.48747724294662476,-0.027148159220814705,-0.10707263648509979,-0.3739597797393799,-0.023339753970503807,1772622284.011411
YES,0.0,0.0,3.316089802751776e-08,0.2958270013332367,0.2938239276409149,-0.01248553954064846,0.41826918721199036,0.5428783297538757,-0.026453938335180283,0.29836323857307434,0.799422562122345,-0.04025990143418312,0.06357286125421524,0.9979651570320129,-0.053652845323085785,0.44310614466667175,-0.03366662189364433,-0.031179148703813553,0.4355261027812958,0.4921279549598694,-0.04830167442560196,0.2576637864112854,0.7830150127410889,-0.057907894253730774,0.08978232741355896,0.9096958041191101,-0.06332072615623474,0.17538569867610931,-0.24367286264896393,-0.034212443977594376,0.060713957995176315,0.3404847979545593,-0.05152025446295738,-0.05883340910077095,0.6176532506942749,-0.057287104427814484,-0.12781940400600433,0.729520320892334,-0.06119626387953758,-0.07206946611404419,-0.2915194034576416,-0.037678372114896774,-0.19695091247558594,0.35945338010787964,-0.053350068628787994,-0.29611441493034363,0.6488752365112305,-0.054219674319028854,-0.34413883090019226,0.7440682053565979,-0.05297023057937622,-0.27271968126296997,-0.22897197306156158,-0.04226722940802574,-0.36319902539253235,0.29713231325149536,-0.050794392824172974,-0.41425013542175293,0.5139234662055969,-0.049009621143341064,-0.43064042925834656,0.5748504996299744,-0.047190308570861816,1772622284.2464118
YES,0.0,0.0,-2.9359112474480753e-08,0.2787402868270874,-0.19423511624336243,-0.007637785281985998,0.47014397382736206,-0.4700825810432434,-0.011287539266049862,0.42299193143844604,-0.7691006660461426,-0.01611221395432949,0.21973757445812225,-0.8439862728118896,-0.018904803320765495,0.3337916135787964,-0.7411876916885376,0.004921535030007362,0.3540855050086975,-0.9352056384086609,-0.007038538809865713,0.319447785615921,-0.7628123164176941,-0.014546397142112255,0.28956806659698486,-0.6786118745803833,-0.01854657381772995,0.18358618021011353,-0.7390280961990356,0.0009127075900323689,0.1957218050956726,-0.8912765383720398,-0.011615226976573467,0.1883695125579834,-0.6199761033058167,-0.016248270869255066,0.18957704305648804,-0.5506070852279663,-0.01694587431848049,0.03562397137284279,-0.6956124305725098,-0.005523818079382181,0.0469047911465168,-0.8457436561584473,-0.01986769586801529,0.06628453731536865,-0.572581946849823,-0.01769033446907997,0.07365454733371735,-0.49249544739723206,-0.012711028568446636,-0.12464630603790283,-0.6248856782913208,-0.012701557017862797,-0.08348019421100616,-0.7562515735626221,-0.01916581764817238,-0.0514567568898201,-0.5783688426017761,-0.013410964049398899,-0.04526728391647339,-0.5018177628517151,-0.007631188724189997,1772622284.507565
YES,0.0,0.0,1.1057365156830201e-07,0.4939374625682831,0.2695366442203522,-0.02388725057244301,0.7119589447975159,0.5182870030403137,-0.04202360287308693,0.4788731634616852,0.8380985260009766,-0.05551338940858841,0.04397169128060341,0.9990178942680359,-0.06860194355249405,0.47946539521217346,-0.2690568268299103,-0.056058257818222046,0.22456414997577667,0.6298840641975403,-0.0763108879327774,0.2062685787677765,0.8332391977310181,-0.08791160583496094,0.20377519726753235,0.664749801158905,-0.09544049948453903,0.026432590559124947,-0.3796933889389038,-0.0524861104786396,-0.16583313047885895,0.7221104502677917,-0.06616225093603134,-0.0790206789970398,0.796018660068512,-0.06715334951877594,-0.026918606832623482,0.5409677624702454,-0.0709570050239563,-0.33775296807289124,-0.2841738164424896,-0.049000781029462814,-0.4287107288837433,0.7642983198165894,-0.05892495438456535,-0.32611069083213806,0.8196759223937988,-0.05282813683152199,-0.2560689449310303,0.587560772895813,-0.049946852028369904,-0.6166332364082336,-0.1025787740945816,-0.04831867665052414,-0.6017699241638184,0.6921517848968506,-0.05629710480570793,-0.5201823711395264,0.7593256831169128,-0.052744727581739426,-0.50406414270401,0.6264678239822388,-0.05058690533041954,1772622284.7903502
YES,0.0,0.0,-1.2197077126074873e-07,0.25554531812667847,-0.1413988322019577,-0.008836112916469574,0.4665267765522003,-0.39117205142974854,-0.012484049424529076,0.46855443716049194,-0.5862111449241638,-0.016472995281219482,0.2781153619289398,-0.5963246822357178,-0.018555650487542152,0.31596946716308594,-0.7401105165481567,-0.005792706273496151,0.2979183793067932,-0.9545841217041016,-0.01869661547243595,0.26807931065559387,-0.721641480922699,-0.025682363659143448,0.248672217130661,-0.5621343851089478,-0.029003970324993134,0.1397855579853058,-0.7260081171989441,-0.008805458433926105,0.10055384784936905,-0.915224552154541,-0.021832391619682312,0.11473583430051804,-0.6508572697639465,-0.02460990659892559,0.12415219098329544,-0.510547399520874,-0.02440076507627964,-0.01142281387001276,-0.6635444164276123,-0.01384938508272171,-0.06569292396306992,-0.794843852519989,-0.025624599307775497,-0.015309181064367294,-0.550331711769104,-0.02346712164580822,0.03181995451450348,-0.4314202070236206,-0.019908282905817032,-0.14657533168792725,-0.5657079815864563,-0.020063791424036026,-0.19259077310562134,-0.643208384513855,-0.024760952219367027,-0.14227727055549622,-0.4771521985530853,-0.020959537476301193,-0.09152154624462128,-0.3813776969909668,-0.017618466168642044,1772622285.0408187
YES,0.0,0.0,4.4513519981137506e-08,0.2984544336795807,-0.20136067271232605,-0.00700601888820529,0.48415112495422363,-0.48141223192214966,-0.010115201584994793,0.45839691162109375,-0.7713713049888611,-0.014656707644462585,0.2636853754520416,-0.840938925743103,-0.01847345009446144,0.3320436477661133,-0.7314658164978027,0.006195779889822006,0.36932438611984253,-0.9292928576469421,-0.004295362625271082,0.3624100387096405,-0.8612089157104492,-0.013032063841819763,0.3177037537097931,-0.7774311900138855,-0.018088053911924362,0.18444596230983734,-0.7359305620193481,0.0026137749664485455,0.2055845558643341,-0.9128714203834534,-0.011140139773488045,0.20386402308940887,-0.6604200601577759,-0.018861377611756325,0.18418331444263458,-0.4987020194530487,-0.020904192700982094,0.03546953946352005,-0.704366147518158,-0.0029971615877002478,0.052613623440265656,-0.883131206035614,-0.018359122797846794,0.08594977855682373,-0.6272268891334534,-0.01985304243862629,0.08538224548101425,-0.47228768467903137,-0.01656447723507881,-0.1274915337562561,-0.639191210269928,-0.009198865853250027,-0.07052303105592728,-0.7896007895469666,-0.018094021826982498,-0.031437043100595474,-0.6181599497795105,-0.015499538742005825,-0.02795032039284706,-0.4935489594936371,-0.011427235789597034,1772622285.2453961
YES,0.0,0.0,9.535999367926706e-08,0.5396931171417236,0.2786244750022888,-0.023370642215013504,0.7995722889900208,0.47884681820869446,-0.04257166013121605,0.5962375998497009,0.8027893304824829,-0.057402774691581726,0.14150740206241608,0.9837246537208557,-0.07114982604980469,0.515741765499115,-0.36295855045318604,-0.056296925991773605,0.3818574547767639,0.3808836340904236,-0.07528837025165558,0.3103502690792084,0.6802630424499512,-0.08494389057159424,0.23002919554710388,0.5821723341941833,-0.09092959016561508,0.03871506452560425,-0.4489842355251312,-0.05318953096866608,-0.12081534415483475,0.5559418201446533,-0.06804396957159042,-0.048074234277009964,0.7562674880027771,-0.06856010854244232,-0.001956640277057886,0.5905001759529114,-0.0711137130856514,-0.3298066258430481,-0.31320255994796753,-0.04995853081345558,-0.36076563596725464,0.6691852807998657,-0.05920432135462761,-0.244215726852417,0.8217592239379883,-0.05166034772992134,-0.19174489378929138,0.6493071913719177,-0.04763726890087128,-0.5799946784973145,-0.0936240628361702,-0.04953639581799507,-0.5170992016792297,0.6887068152427673,-0.05595606938004494,-0.4311310052871704,0.7941443920135498,-0.050930798053741455,-0.419207900762558,0.6594703793525696,-0.047671839594841,1772622285.4996438
YES,0.0,0.0,-5.2902823455269754e-08,0.2710050046443939,-0.20963290333747864,-0.006212995853275061,0.4429161846637726,-0.47378188371658325,-0.009953625500202179,0.4219287037849426,-0.7501516342163086,-0.01501615159213543,0.24269017577171326,-0.8303031325340271,-0.01849600300192833,0.32189035415649414,-0.7427077293395996,0.003991947043687105,0.35321033000946045,-0.9355365633964539,-0.008542090654373169,0.3227790892124176,-0.7678308486938477,-0.01710263453423977,0.27282488346099854,-0.6502386927604675,-0.021350329741835594,0.17790007591247559,-0.7452763319015503,-0.0003696164640132338,0.2055872529745102,-0.9252819418907166,-0.013933463022112846,0.19542236626148224,-0.670474112033844,-0.020032748579978943,0.17165274918079376,-0.5467020273208618,-0.021366823464632034,0.03605687618255615,-0.7129276394844055,-0.006793512497097254,0.06262633949518204,-0.8545210361480713,-0.021051572635769844,0.08399495482444763,-0.6067935228347778,-0.0199478380382061,0.07573006302118301,-0.49835437536239624,-0.015612715855240822,-0.12112753838300705,-0.6520779132843018,-0.013816645368933678,-0.059420209378004074,-0.7716155648231506,-0.02053229697048664,-0.02968168817460537,-0.6003042459487915,-0.01532088965177536,-0.03542471304535866,-0.5069378018379211,-0.00984949991106987,1772622285.804257
